,precision,recall,f1-score,support
241,0.4967741935483871,0.7777777777777778,0.6062992125984252,99.0
242,0.8333333333333334,0.10101010101010101,0.18018018018018017,99.0
243,0.863013698630137,0.6363636363636364,0.7325581395348837,99.0
244,0.1875,0.030303030303030304,0.05217391304347826,99.0
245,0.5833333333333334,0.0707070707070707,0.12612612612612611,99.0
246,0.4056603773584906,0.8686868686868687,0.5530546623794212,99.0
247,0.8055555555555556,0.8787878787878788,0.8405797101449275,99.0
248,0.0,0.0,0.0,99.0
249,0.3161764705882353,0.43434343434343436,0.3659574468085106,99.0
250,0.64,0.16161616161616163,0.25806451612903225,99.0
251,0.7027027027027027,0.7878787878787878,0.7428571428571429,99.0
252,0.3142857142857143,0.3333333333333333,0.3235294117647059,99.0
253,0.21428571428571427,0.06060606060606061,0.09448818897637795,99.0
254,0.675,0.2727272727272727,0.38848920863309355,99.0
255,0.7913043478260869,0.9191919191919192,0.8504672897196262,99.0
256,0.22033898305084745,0.13131313131313133,0.16455696202531644,99.0
257,0.1111111111111111,0.010101010101010102,0.018518518518518517,99.0
258,0.8163265306122449,0.40404040404040403,0.5405405405405406,99.0
259,0.8673469387755102,0.8585858585858586,0.8629441624365483,99.0
260,0.8,0.24242424242424243,0.37209302325581395,99.0
261,0.7407407407407407,0.6060606060606061,0.6666666666666666,99.0
262,0.8870967741935484,0.5555555555555556,0.6832298136645962,99.0
263,0.11695906432748537,0.20202020202020202,0.14814814814814814,99.0
264,0.5393258426966292,0.9696969696969697,0.6931407942238267,99.0
265,0.868421052631579,0.3333333333333333,0.48175182481751827,99.0
266,0.5735294117647058,0.7878787878787878,0.6638297872340425,99.0
267,0.8888888888888888,0.6464646464646465,0.7485380116959064,99.0
268,0.014018691588785047,0.06060606060606061,0.022770398481973434,99.0
269,0.75,0.18181818181818182,0.2926829268292683,99.0
270,0.08108108108108109,0.030303030303030304,0.04411764705882353,99.0
271,0.10344827586206896,0.030303030303030304,0.046875,99.0
272,0.5252525252525253,0.5252525252525253,0.5252525252525253,99.0
273,0.1917808219178082,0.1414141414141414,0.16279069767441862,99.0
274,0.794392523364486,0.8585858585858586,0.8252427184466019,99.0
275,0.8831168831168831,0.6868686868686869,0.7727272727272727,99.0
276,0.6115107913669064,0.8585858585858586,0.7142857142857143,99.0
277,0.6078431372549019,0.31313131313131315,0.41333333333333333,99.0
278,0.13513513513513514,0.050505050505050504,0.07352941176470588,99.0
279,0.26,0.13131313131313133,0.174496644295302,99.0
280,0.16587677725118483,0.35353535353535354,0.22580645161290322,99.0
281,0.30097087378640774,0.31313131313131315,0.3069306930693069,99.0
282,0.0,0.0,0.0,99.0
283,0.44324324324324327,0.8282828282828283,0.5774647887323944,99.0
284,0.42857142857142855,0.06060606060606061,0.10619469026548672,99.0
285,0.6568627450980392,0.6767676767676768,0.6666666666666666,99.0
286,0.6241610738255033,0.9393939393939394,0.75,99.0
287,0.826530612244898,0.8181818181818182,0.8223350253807107,99.0
288,0.3853211009174312,0.42424242424242425,0.40384615384615385,99.0
289,0.6173913043478261,0.7171717171717171,0.6635514018691588,99.0
290,0.0,0.0,0.0,99.0
291,0.9310344827586207,0.2727272727272727,0.421875,99.0
292,0.09852216748768473,0.20202020202020202,0.13245033112582782,99.0
293,0.6333333333333333,0.3838383838383838,0.4779874213836478,99.0
294,0.15789473684210525,0.15151515151515152,0.15463917525773196,99.0
295,0.6695652173913044,0.7777777777777778,0.719626168224299,99.0
296,0.4057142857142857,0.7171717171717171,0.5182481751824818,99.0
297,0.36363636363636365,0.08080808080808081,0.1322314049586777,99.0
298,0.37967914438502676,0.7171717171717171,0.4965034965034965,99.0
299,0.8016528925619835,0.9797979797979798,0.8818181818181818,99.0
accuracy,0.4242087542087542,0.4242087542087542,0.4242087542087542,0.4242087542087542
macro avg,0.4742540041618336,0.4242087542087542,0.4020473846632347,29700.0
weighted avg,0.4742540041618335,0.4242087542087542,0.40204738466323464,29700.0
